"iso_639_3","language_name","population_l1","div_bordering_languages","area_km2","altitude_range","roughness"
"muv","Muthuvan",16800,2,1309.094619,694.4335938,5.904432178
"mux","Bo-Ung",40900,2,620.6726751,2458.823486,6.990205526
"muy","Muyang",30000,8,117.2991657,269.8820686,3.989992976
"muz","Mursi",7390,5,2115.895502,1192.08197,6.184929371
"mva","Manam",7950,2,87.46782077,897.2494507,5.110510349
"mvb","Mattole",0,6,7623.358234,1338.421692,6.34222877
"mvd","Mamboru",10000,4,361.7674506,424.5678101,6.029537201
"mve","Marwari (Pakistan)",220000,7,33261.11103,141.2304649,3.499833465
"mvf","Peripheral Mongolian",3380000,6,991099.838,543.2752914,5.275776625
"mvg","Yucuañe Mixtec",710,5,141.7295609,1929.708313,6.722405553
"mvh","Mire",5000,6,841.7741872,94.69268799,3.340209007
"mvi","Miyako",0,0,213.9096652,41.71721458,3.127617598
"mvk","Mekmek",1400,3,327.5711733,1605.971558,6.177941203
"mvl","Mbara-Yanga",0,2,27156.37499,249.5754547,3.929585457
"mvm","Muya",10000,1,1475.085017,1920.370239,6.897610426
"mvn","Minaveha",2300,1,67.25586551,678.3092041,6.095396519
"mvo","Marovo",8090,4,1078.530758,173.9344635,5.439502239
"mvp","Duri",127000,5,737.0690477,1497.18335,6.643658161
"mvq","Moere",50,4,20.13469951,1746.354324,6.392463326
"mvr","Marau",1700,3,108.5693923,370.4379883,5.775818348
"mvs","Massep",25,2,100.9686871,577.4098816,5.764941692
"mvt","Mpotovoro",430,3,45.36161618,205.1739502,5.786854148
"mvu","Marfa",5000,2,302.9965455,227.8372498,4.198064804
"mvv","Tagal Murut",2000,9,8052.313102,931.8895874,6.296407938
"mvw","Machinga",36000,2,3432.787867,366.6836853,5.356907129
"mvx","Meoswar",250,0,110.0723262,1220.762695,6.27396059
"mvy","Indus Kohistani",200000,3,1555.084222,2279.398071,6.941887617
"mvz","Mesqan",195000,3,258.525592,1318.518066,6.72128129
"mwa","Mwatebu",120,1,4.715658973,425.5939465,5.18411243
"mwb","Juwal",1440,3,65.19738576,753.1196289,5.36567688
"mwc","Are",1230,2,74.68089535,724.4180908,6.134134293
"mwe","Mwera (Chimwera)",469000,7,15516.05785,491.1257477,5.319620132
"mwf","Murriny Patha",1830,6,4241.105447,227.4359207,4.845721722
"mwg","Aiklep",3700,2,39.15459801,797.8806229,6.52510802
"mwh","Mouk-Aria",630,4,869.8680183,551.6291656,6.193855286
"mwi","Ninde",1100,4,71.53338491,194.9789124,5.632886171
"mwk","Kita Maninkakan",434000,7,34297.16899,185.2629814,4.512405157
"mwl","Mirandese",15000,3,408.1005887,623.8876953,5.723088741
"mwm","Sar",183000,10,8486.63922,116.8445549,3.628498435
"mwn","Nyamwanga",227000,7,14160.15162,988.7066956,6.074132442
"mwo","Central Maewo",1400,2,56.85709016,260.5154419,5.769770622
"mwp","Kala Lagaw Ya",1210,0,810.9984857,75.97362518,3.983069658
"mwq","Mün Chin",15000,6,2202.594719,1068.819748,5.889591932
"mws","Mwimbi-Muthambi",70000,5,546.1349583,1371.437164,6.201543331
"mwt","Moken",6000,2,3211.629671,294.9179077,5.564519405
"mwu","Mittu",0,1,12661.37711,1085.929932,5.845347643
"mwv","Mentawai",58000,0,6090.053559,372.5997066,5.22480607
"mww","Hmong Daw",1503400,43,23064.66585,898.6971639,5.865170002
"mwz","Moingi",4200,5,368.7313475,123.7292538,3.99462682
"mxa","Northwest Oaxaca Mixtec",5430,1,133.9721918,1937.062744,6.740927696
"mxb","Tezoatlán Mixtec",5080,4,139.1814996,1937.062744,6.740927696
"mxc","Manyika",1025000,5,23560.32537,835.2983093,5.757573128
"mxd","Modang",15300,11,10261.70378,391.002346,5.243092179
"mxe","Mele-Fila",3500,1,8.82737727,128.09338,5.000798941
"mxf","Malgbe",6000,6,1352.791569,29.39144897,2.141514063
"mxg","Mbangala",400000,9,50094.523,498.67276,5.309060574
"mxh","Mvuba",5100,4,331.8279161,794.3045044,6.016417265
"mxj","Kman",18200,7,3900.646252,3331.527588,7.149415016
"mxk","Monumbo",410,4,20.90355618,1692.247772,6.021868944
"mxl","Maxi Gbe",91300,13,4109.288724,292.9727173,4.680376887
"mxm","Meramera",2000,6,949.1528516,471.9206352,6.067195058
"mxn","Moi (Indonesia)",4600,6,2618.934358,467.0240631,5.493963361
"mxo","Mbowe",460,2,323.7924495,160.6018772,3.937689841
"mxp","Tlahuitoltepec Mixe",5000,2,194.0069773,1968.317261,6.87702322
"mxq","Juquila Mixe",8000,4,301.9683114,1435.255432,6.5828197
"mxr","Murik (Malaysia)",1120,2,35.38973691,657.9857178,5.671733379
"mxs","Huitepec Mixtec",2400,3,103.7723286,1929.708313,6.722405553
"mxt","Jamiltepec Mixtec",9760,3,112.7539073,2254.434814,6.844264984
"mxu","Mada (Cameroon)",17000,4,50.45506589,269.8820686,3.989992976
"mxv","Metlatónoc Mixtec",46600,7,2014.017764,1937.062744,6.740927696
"mxw","Namo",380,1,648.1402921,38.60015869,2.943916202
"mxx","Mahou",300000,7,8431.476267,226.0627289,4.405287147
"mxy","Southeastern Nochixtlán Mixtec",4200,3,249.5466286,1929.708313,6.722405553
"mxz","Central Masela",510,2,2.298314437,64.12904263,3.995591462
"mya","Burmese",32000000,36,240164.958,1278.010864,5.965696812
"myb","Mbay",88300,7,4252.72081,187.9351444,3.88705647
"myc","Mayeka",21000,0,10780.5346,64.8045063,3.174500883
"mye","Myene",46700,4,16477.21791,379.3859558,4.765333414
"myf","Bambassi",5000,3,2009.547333,1137.494904,6.053794384
"myg","Manta",5300,7,276.2172453,1106.72113,5.925098896
"myh","Makah",2236,2,1437.687868,914.3807707,6.26391077
"myj","Mangayat",400,4,187.0970936,216.3624496,4.250904799
"myk","Mamara Senoufo",738000,7,15446.58667,115.0855064,3.829327226
"myl","Moma",5500,4,813.5666393,1090.835907,6.786196232
"mym","Me'en",151000,13,9196.769103,1306.354279,6.304843664
"myo","Anfillo",500,2,1001.080709,792.7073898,4.860011339
"myp","Pirahã",360,2,2319.280741,53.38723183,2.896626234
"myr","Muniche",3,2,11224.36769,1413.078682,5.168596268
"mys","Mesmes",0,0,2691.428135,1278.113525,6.687742472
"myu","Mundurukú",7500,2,43579.68925,163.5913048,4.390152931
"myv","Erzya",36700,2,8190.989373,154.6732063,4.180122256
"myw","Muyuw",6000,0,955.3224435,63.63849258,3.744939923
"myx","Masaaba",1120000,8,2021.090829,938.9922981,5.148241937
"myy","Macuna",1170,8,2414.132587,80.182827,3.581890821
"myz","Classical Mandaic",0,4,8408.827536,1544.397919,6.54449749
"mza","Santa María Zacatepec Mixtec",2570,1,250.3815444,2254.434814,6.844264984
"mzb","Tumzabt",150000,1,8713.696857,476.7749176,4.833525658
"mzd","Malimba",2230,2,582.938451,504.3675232,5.775436401
"mze","Morawa",1100,4,197.6755575,1126.683517,6.858831644
"mzh","Wichí Lhamtés Güisnay",15000,6,11392.22349,124.2700996,3.424336195
"mzi","Ixcatlán Mazatec",8590,5,74.9494087,1876.390503,6.530743599
"mzj","Manya",75400,4,3790.033638,338.7087708,4.84142971
"mzk","Western Mambila",99000,7,1956.536022,1109.349701,5.734427929
"mzl","Mazatlán Mixe",19200,4,1052.531937,1294.110046,6.223255157
"mzm","Mumuye",400000,10,4229.164029,705.0296631,5.576126575
"mzn","Mazanderani",3270000,4,25546.48874,2447.398926,7.246978283
"mzo","Matipuhy",119,1,1571.56201,120.486927,3.726654053
"mzp","Movima",1450,1,2962.070482,330.4167023,2.83971417
"mzq","Mori Atas",14000,3,967.0996368,1377.253845,6.858096838
"mzr","Marúbo",1250,1,10822.48008,91.35337639,3.640128314
"mzs","Macanese",50,2,9668.912156,301.0960693,5.182203293
"mzt","Mintil",180,4,738.3709063,769.8673401,6.068703651
"mzu","Itutang-Inapang",1830,5,112.033663,1692.247772,6.021868944
"mzv","Manza",220000,7,31620.47748,176.2325134,4.228313565
"mzw","Deg",26400,1,2760.354399,198.3609581,4.454894543
"mzz","Maiadomu",900,2,95.83370146,371.2779503,5.23030138
"naa","Namla",30,6,231.9290005,1651.89798,6.48093915
"nab","Southern Nambikuára",720,3,6997.364274,324.0096207,4.76542449
"nac","Narak",6220,3,276.8309625,2487.246094,6.933227539
"naf","Nabak",16000,6,320.7768276,1785.090088,7.233548403
"naj","Nalu",21830,6,2846.759113,74.9135437,3.450796127
"nak","Nakanai",13000,3,870.8940696,549.6293182,6.487257719
"nal","Nalik",5140,2,302.6619789,402.5843773,5.483319163
"nam","Nangikurrunggurr",180,5,10857.44326,215.6945076,4.435389638
"nao","Naaba",770,1,35.70276593,2884.080078,7.072667122
"nap","Continental Southern Italian",5700000,1,17702.67814,636.5340271,6.469334364
"naq","Nama (Namibia)",251100,9,140274.2156,806.9199219,5.633098125
"nar","Iguta",6120,6,145.4775853,679.3311615,5.087510467
"nas","Naasioi",20000,9,894.2264473,528.4359436,6.328845263
"nat","Hungworo",20000,4,234.5308264,293.8304596,4.860445976
"nau","Nauru",6000,0,18.26055414,NA,NA
"nav","Navajo",171000,6,59881.42257,972.8930206,6.095396399
"naw","Nawuri",14000,1,565.0575419,300.2672653,4.735475779
"nax","Nakwi",280,4,85.64716755,1750.407135,6.133559704
"nay","Narrinyeri",160,4,38794.68257,212.8329735,4.104714394
"naz","Coatepec Nahuatl",1400,1,119.1604473,2373.604492,6.863008022
"nba","Nyemba",222000,5,51658.98082,370.8263245,4.809439898
"nbb","Ndoe",7340,6,158.1052029,727.786972,5.333243728
"nbc","Chang Naga",62400,4,457.1922817,1418.963989,6.564467907
"nbd","Ngbinda",4200,1,13257.15557,138.9143486,4.136961699
"nbe","Konyak Naga",250000,6,3412.282844,2304.869059,6.715857824
"nbh","Ngamo",60000,5,1327.080211,326.5621007,4.235685825
"nbi","Mao Naga",81000,6,566.5682549,1435.66629,6.316109061
"nbj","Ngarinman",370,6,18234.05012,243.1327133,4.796290398
"nbk","Nake",170,4,5.379351079,1746.354324,6.392463326
"nbl","Sumayela Ndebele",1090000,4,1774.337713,729.8108215,5.466633081
"nbm","Ngbaka Ma'bo",99000,13,8228.719523,222.5043831,4.501657248
"nbn","Nabi",500,4,3477.434023,980.4457703,6.133354425
"nbo","Nkukoli",1000,3,92.77251638,370.4517517,4.67139864
"nbp","Nnam",3000,5,174.7235151,727.786972,5.333243728
"nbq","Nggem",4400,4,1036.113115,2266.903931,7.031996489
"nbr","Numana",40000,7,472.1397936,684.9346924,5.532274246
"nbt","Na",1500,4,982.5003789,3687.419312,7.078148842
"nbu","Rongmei Naga",61200,5,523.1478688,1435.66629,6.316109061
"nbv","Ngamambo",8000,6,147.0167908,1106.72113,5.925098896
"nbw","Southern Ngbandi",105000,7,5549.497557,111.5901451,3.823455513
"nby","Ningera",150,2,113.3891912,589.8666229,6.021802902
"nca","Iyo",6900,2,424.5487401,2141.664124,7.110357523
"ncb","Central Nicobarese",10100,0,360.1056575,146.1823349,3.859568516
"ncc","Ponam",420,0,0.884888141,71.9605484,4.823676586
"ncd","Nachering",10000,3,5.675083398,2290.923584,5.830791116
"nce","Yale",600,1,354.6442932,988.9312134,6.103123665
"ncf","Notsi",1840,1,18.31110429,464.9534556,5.915928841
"ncg","Nisga'a",610,1,207.411577,857.7390747,6.475283623
"nch","Central Huasteca Nahuatl",200000,3,2320.711817,1645.208771,6.033797741
"ncj","Northern Puebla Nahuatl",60000,2,375.4441879,2423.292725,6.603892326
"nck","Nakara",57,1,247.3987392,185.8215046,4.544746637
"ncl","Michoacán Nahuatl",3000,1,371.5309869,1627.957642,6.829657078
"ncm","Nambo",710,4,882.3502494,99.57455444,3.054918369
"ncn","Nauna",100,0,2.115910439,59.19372177,4.918201923
"nco","Sibe",6000,8,530.1616136,528.4359436,6.328845263
"ncr","Ncane",15500,6,125.9993461,1108.035416,5.829763412
"nct","Chothe",3600,7,314.719068,1216.67041,6.178402901
"ncu","Chumburung",69000,2,1790.079793,300.2672653,4.735475779
"ncx","Central Puebla Nahuatl",16000,2,576.3280869,1619.690674,6.637590408
"ncz","Natchez",6,0,10031.44213,168.4328156,4.107779026
"nda","Ndasa",6990,4,1197.195793,455.3654785,4.911571503
"ndb","Kenswei Nsei",25000,5,90.74354589,1108.035416,5.829763412
"ndc","Ndau",2380000,7,81291.18105,888.4012451,5.553301334
"ndd","Nde-Nsele-Nta",19500,6,492.9346888,727.786972,5.333243728
"nde","Zimbabwean Ndebele",1567000,11,87065.26902,528.611145,5.156159639
"ndg","Ndengereko",72000,5,8033.847328,637.9710693,5.207961082
"ndh","Ndali",220000,5,1879.886148,1157.950684,6.386398315
"ndi","Samba Leko",62000,17,2568.078932,819.9450607,5.687250495
"ndj","Ndamba",55000,5,2749.044246,1193.578964,6.078594208
"ndk","Ndaka",25000,8,5216.939714,387.7792969,4.666583061
"ndl","Ndolo",8000,5,987.0179576,104.3021444,3.694142421
"ndm","Ndam",6500,7,2959.237282,94.69268799,3.340209007
"ndn","Ngundi",3000,3,133.0838172,157.2519188,4.096054912
"ndo","Ndonga",807000,4,40944.00118,138.8389816,3.780305266
"ndp","Ndo",133800,9,2182.068459,625.1963043,5.376457453
"ndq","Ndombe",22300,2,5660.026649,946.7877808,6.130265236
"ndr","Ndoola",62520,7,1581.857548,1229.177124,6.162100792
"nds","Eastern Low German",1000,1,1307.424924,210.8121662,4.356384635
"ndt","Ndunga",2500,3,205.8001774,111.4574318,4.128286779
"ndu","Dugun",7000,4,209.815367,672.7867279,5.505387306
"ndv","Ndut",38600,1,79.37539948,33.80359268,3.26093936
"ndw","Ndobo",10200,5,4302.100935,54.80994034,3.040580153
"ndx","Nduga",10000,9,3149.78282,1706.473389,5.890394211
"ndy","Lutos",18980,9,6653.394176,122.2961693,3.607700109
"ndz","Ndogo",20000,4,1915.408341,145.2208735,3.709751844
"neb","Toura (Côte d'Ivoire)",50000,4,2194.020963,226.0627289,4.405287147
"nec","Klamu",1500,2,27.18154582,568.1637573,6.116060734
"nee","Nêlêmwa-Nixumwak",1090,3,864.4149432,282.3995056,5.718149662
"neg","Negidal",74,1,5721.477596,453.7599487,5.630909443
"neh","Nyenkha",10000,5,1293.022153,2472.864075,6.403575182
"nej","Neko",640,4,20.68381167,1796.082153,7.287487507
"nek","Neku",130,2,31.93929555,232.1738453,5.405962944
"nem","Nemi",910,4,285.8462959,282.3995056,5.718149662
"nen","Nengone",8720,0,682.6878071,42.99244022,3.789823651
"neq","North Central Mixe",13000,6,2410.717917,1294.110046,6.223255157
"ner","Yahadian",500,3,317.0879528,748.3078003,5.628991604
"nes","Bhoti Kinnauri",6790,3,276.4980284,3497.702759,6.824623346
"net","Nete",750,1,334.8705828,2430.400879,7.047183514
"nev","Nyaheun",3960,2,376.1970345,706.0919698,5.662089348
"new","Kathmandu Valley Newari",861000,2,1120.996735,2396.482666,5.576754093
"nex","Neme",300,6,599.2641494,320.3540726,3.526711643
"ney","Neyo",9200,3,442.2361399,189.6698608,4.330052853
"nez","Nez Perce",100,1,3164.815692,1046.173828,6.179918289
"nfa","Dhao",5000,0,7.832494358,170.8976116,4.490330219
"nfd","Ndunic",15000,6,108.1790287,684.9346924,5.532274246
"nfl","Äiwoo",8400,0,27.72032451,0,4.367146969
"nfr","Nafaanra",61000,3,1620.056052,173.119194,4.437000036
"nfu","Southern Mfumte",24700,9,309.5605917,1108.035416,5.829763412
"nga","Ngbaka Minagende",1013650,17,28891.79394,153.8059006,4.159453154
"ngb","Northern Ngbandi",250000,17,28447.95095,128.6137886,4.216056347
"ngc","Ngombe (Democratic Republic of Congo)",150000,27,43653.00017,60.1333313,3.323036253
"ngd","Ngando (Central African Republic)",5000,4,352.6703977,192.9779968,4.349057674
"nge","Ngemba",18800,11,441.6816926,1106.72113,5.925098896
"ngg","Ngbaka Manza",29000,4,10363.06664,205.1656342,4.60154438
"ngh","N||ng",12,3,31629.35878,799.8948059,5.604559183
"ngi","Ngizim",80000,3,2357.406406,274.1155357,4.001107574
"ngj","Ngie",37000,5,193.3229782,1106.72113,5.925098896
"ngk","Ngalkbun",11,8,15681.92496,266.0195999,4.562805414
"ngl","Mozambique Lomwe",1500000,9,46568.56991,484.8856201,5.156015158
"ngn","Ngwo",22000,12,294.2676869,1106.72113,5.925098896
"ngo","Ngoni",223000,11,21264.90109,634.5075226,5.618523121
"ngp","Ngulu",132000,8,10903.96691,831.6883545,5.852069139
"ngq","Ngurimi",55000,4,1218.383687,584.9519272,4.817117929
"ngr","Nanggu",210,1,20.55041082,0,4.557117939
"ngs","Gvoko",21000,3,35.83052337,430.8778992,4.921094418
"ngt","Kriang-Khlor",12900,7,1294.936106,911.9693909,6.132511139
"ngu","Central Guerrero Nahuatl",150000,5,8755.563143,1895.124817,6.81501627
"ngv","Nagumi",0,1,1600.864752,505.0318298,5.355997562
"ngw","Ngwaba",10000,2,81.17586603,496.9773712,5.214917302
"ngx","Nggwahyi",2000,3,57.67264337,496.9773712,5.214917302
"ngy","Tibea",1400,5,305.0136378,989.5222778,5.306755066
"ngz","Ngungwel",45000,2,4124.116014,335.7857361,4.808918953
"nha","Nhanda",0,1,40806.70375,183.8712196,4.375536919
"nhb","Beng",17000,4,358.5145013,142.1133499,4.209068537
"nhc","Tabasco Nahuatl",0,0,7345.644675,809.1315994,5.71404624
"nhd","Chiripá",6960,7,44202.49954,243.6078186,4.473895073
"nhe","Eastern Huasteca Nahuatl",410000,4,4559.845755,1645.208771,6.033797741
"nhg","Tetelcingo Nahuatl",3500,1,94.53549084,2018.508789,6.617444038
"nhh","Nahari",20400,1,3408.334231,504.0345306,5.083031416
"nhi","Zacatlán-Ahuacatlán-Tepetzintla Nahuatl",17100,3,147.8336561,2423.292725,6.603892326
"nhk","Isthmus-Cosoleacaque Nahuatl",5140,1,177.0127908,429.5388184,5.19663763
"nhm","Morelos Nahuatl",18700,1,719.6073859,2018.508789,6.617444038
"nhn","Tlaxcala-Puebla-Central Nahuatl",40000,1,990.2755793,2021.491699,6.620741367
"nho","Takuu",1750,0,1.405535361,298.0718587,6.520508289
"nhp","Isthmus-Pajapan Nahuatl",7000,2,121.4870427,429.5388184,5.19663763
"nhq","Huaxcaleca Nahuatl",7000,1,162.4592275,1634.538005,6.733105024
"nhr","Naro",14000,9,58658.31509,189.0506744,4.275942802
"nht","Ometepec Nahuatl",430,3,178.1948927,2254.434814,6.844264984
"nhu","Noone",25000,6,295.5132356,1108.035416,5.829763412
"nhv","Temascaltepec Nahuatl",310,1,66.41271993,2015.525879,6.614146709
"nhw","Western Huasteca Nahuatl",400000,4,2812.723299,1593.565079,6.21983397
"nhx","Isthmus-Mecayapan Nahuatl",20000,3,666.8605164,429.5388184,5.19663763
"nhy","Northern Oaxaca Nahuatl",9000,4,154.601169,1748.040588,6.584167004
"nhz","Santa María La Alta Nahuatl",2470,1,103.6632108,1619.690674,6.637590408
"nia","Nias",770000,0,5246.585414,449.3123112,5.125949065
"nib","Nakama",980,4,31.55040387,1785.090088,7.233548403
"nid","Ngandi",0,0,2344.727074,308.0533142,4.756495476
"nie","Niellim",5160,4,762.3846297,109.7311649,3.506550074
"nif","Nek",2000,4,55.49612952,1785.090088,7.233548403
"nig","Ngalakgan",0,2,6299.490244,199.3791962,4.35604775
"nih","Nyiha (Tanzania)",662000,9,4878.829802,1157.950684,6.386398315
"nii","Nii",12000,3,414.0440816,2487.246094,6.933227539
"nij","Ngaju",890000,6,31470.93245,179.7121811,3.915881276
"nik","Southern Nicobarese",7500,1,944.9397837,346.5465088,3.841431856
"nim","Nilamba",455000,5,7011.888555,569.6321564,5.238661528
"nin","Ninzo",35000,7,379.3481236,684.9346924,5.532274246
"nio","Nganasan",130,2,23238.06906,232.7554804,4.351213296
"niq","Nandi",949000,9,3638.612834,1262.360229,6.361666679
"nir","Nimboran",2000,6,360.3535746,1018.881248,6.221927762
"nis","Nimi",1700,5,41.10500211,1785.090088,7.233548403
"nit","Southeastern Kolami",10000,2,8067.295738,261.9939117,4.865599394
"niu","Niuean",2030,0,266.1853844,0,5.584227562
"niv","Nivkh",200,2,8086.031241,407.4892731,5.391797543
"niw","Nimo",350,6,243.5585266,1750.407135,6.133559704
"nix","Hema",125000,12,1827.28637,794.3045044,6.016417265
"niy","Ngiti",100000,5,581.1595964,801.8766683,5.906968594
"niz","Ningil",950,2,6.203410941,798.9605103,5.861983538
"nja","Nzanyi",179000,4,579.5533637,467.9548645,5.13854599
"njb","Nocte Naga",33000,5,1233.153404,2686.365173,6.832620025
"njh","Lotha Naga",170000,3,772.7483072,1418.963989,6.564467907
"nji","Ngarnka",3,2,6818.116285,126.9002609,3.839831471
"njj","Njen",1800,5,42.76178404,1330.718506,6.410482407
"njl","Njalgulgule",900,4,473.0449223,231.3453369,4.182676315
"njm","Angami Naga",132000,4,768.3711177,1594.757446,6.425732295
"njn","Liangmai Naga",34200,2,371.1409663,1435.66629,6.316109061
"njo","Ao Naga",261000,3,1226.6645,1418.963989,6.564467907
"njr","Njerep",6,1,435.9817732,1109.349701,5.734427929
"njs","Nisa-Anasi",500,2,930.1466289,573.8927612,5.544532776
"njx","Kunyi",52000,4,4134.138927,368.6780243,5.255044699
"njy","Njyem",7000,3,1115.859495,151.0824757,4.33048898
"nka","Nkoya",36200,9,28226.70332,156.6693268,3.88228035
"nkb","Khoibu",25600,3,96.92821927,1216.67041,6.178402901
"nkc","Nkongho",2230,4,180.2764207,1330.718506,6.410482407
"nkd","Koireng",3000,4,377.3181776,1435.66629,6.316109061
"nke","Duke",2310,1,683.8183881,282.933665,5.672062238
"nkg","Nekgini",430,3,26.96845813,1796.082153,7.287487507
"nkh","Khezha Naga",40800,4,467.5957523,1317.8172,6.371435404
"nki","Thangal Naga",23600,7,940.7982802,1435.66629,6.316109061
"nkj","Nakai",700,7,980.9433241,1789.082011,5.62193203
"nkk","Nokuku",160,4,229.3847579,170.2225342,6.111873627
"nkm","Namat",180,1,222.4122039,35.64186859,2.716600895
"nkn","Nkangala",22300,2,6180.214263,181.0976715,4.740154266
"nko","Nkonya",28000,4,194.5439278,371.0193634,4.921035767
"nkr","Nukuoro",860,0,1.044099514,NA,3.63075304
"nks","Momogo-Pupis-Irogo",1000,6,3948.076609,1706.473389,5.890394211
"nkt","Nyika (Tanzania)",25000,2,704.7134169,862.2251282,5.963679075
"nku","Bouna Kulango",29900,7,9699.840885,158.2308807,4.432243347
"nkv","Nyika (Malawi and Zambia)",10000,4,1412.948309,1176.769958,6.323767662
"nkw","Nkutu",40000,7,15145.24505,108.5445404,4.180499077
"nkx","Nkoroo",4550,2,0.333855633,269.6792212,4.263822079
"nkz","Nkari",5000,3,125.9700843,370.4517517,4.67139864
