lemma,form,paradigm_slot,phonemic_form
ruofan,ruofen,"V;SBJV;PL;3;PRS",r u o̯ f e n
ruofan,riefin,"V;SBJV;PL;3;PST",r i e f i n
ruofan,ruof,"V;IMP;SG;PRS",r u o̯ f
ruofan,ruofet,"V;IMP;PL;PRS",r u o̯ f e t
leibēn,leibēn,"V;NFIN",l e i̯ b eː n
leibēn,leibem,"V;IND;SG;1;PRS",l e i̯ b e m
leibēn,leibeta,"V;IND;SG;1;PST",l e j b e t a
leibēn,leibes,"V;IND;SG;2;PRS",l e j b e s
leibēn,leibetos,"V;IND;SG;2;PST",l e j b e t o s
leibēn,leibet,"V;IND;SG;3;PRS",l e j b e t
leibēn,leibeta,"V;IND;SG;3;PST",l e j b e t a
leibēn,leibem,"V;IND;PL;1;PRS",l e i̯ b e m
leibēn,leibemes,"V;IND;PL;1;PRS",l e j b e m e s
leibēn,leibetum,"V;IND;PL;1;PST",l e j b e t u m
leibēn,leibetumes,"V;IND;PL;1;PST",l e j b e t u m e s
leibēn,leibet,"V;IND;PL;2;PRS",l e j b e t
leibēn,leibetut,"V;IND;PL;2;PST",l e j b e t uː t
leibēn,leibent,"V;IND;PL;3;PRS",l e j b e n t
leibēn,leibetun,"V;IND;PL;3;PST",l e j b e t u n
leibēn,leibe,"V;SBJV;SG;1;PRS",l e i̯ b e
leibēn,leibeti,"V;SBJV;SG;1;PST",l e j b e t i
leibēn,leibes,"V;SBJV;SG;2;PRS",l e j b e s
leibēn,leibetis,"V;SBJV;SG;2;PST",l e j b e t i s
leibēn,leibe,"V;SBJV;SG;3;PRS",l e i̯ b e
leibēn,leibeti,"V;SBJV;SG;3;PST",l e j b e t i
leibēn,leibem,"V;SBJV;PL;1;PRS",l e i̯ b e m
leibēn,leibemes,"V;SBJV;PL;1;PRS",l e j b e m e s
leibēn,leibetim,"V;SBJV;PL;1;PST",l e j b e t i m
leibēn,leibetimes,"V;SBJV;PL;1;PST",l e j b e t i m e s
leibēn,leibet,"V;SBJV;PL;2;PRS",l e j b e t
leibēn,leibetit,"V;SBJV;PL;2;PST",l e j b e t i t
leibēn,leiben,"V;SBJV;PL;3;PRS",l e i̯ b e n
leibēn,leibetin,"V;SBJV;PL;3;PST",l e j b e t i n
leibēn,leibe,"V;IMP;SG;PRS",l e i̯ b e
leibēn,leibet,"V;IMP;PL;PRS",l e j b e t
reichen,reichen,"V;NFIN",r e i̯ k e n
reichen,reichu,"V;IND;SG;1;PRS",r e i kʲ u
reichen,reichta,"V;IND;SG;1;PST",r e i k t a
reichen,reichis,"V;IND;SG;2;PRS",r e i kʲ i s
reichen,reichtos,"V;IND;SG;2;PST",r e i̯ k t o s
reichen,reichit,"V;IND;SG;3;PRS",r e i kʲ i t
reichen,reichta,"V;IND;SG;3;PST",r e i k t a
reichen,reichem,"V;IND;PL;1;PRS",r e i kʲ e m
reichen,reichemes,"V;IND;PL;1;PRS",r e i kʲ e m e s
reichen,reichtum,"V;IND;PL;1;PST",r e i̯ k t u m
reichen,reichtumes,"V;IND;PL;1;PST",r e i̯ k t u m e s
reichen,reichet,"V;IND;PL;2;PRS",r e i kʲ e t
reichen,reichtut,"V;IND;PL;2;PST",r e i k t uː t
reichen,reichent,"V;IND;PL;3;PRS",r e i kʲ e n t
reichen,reichtun,"V;IND;PL;3;PST",r e i k t u n
reichen,reiche,"V;SBJV;SG;1;PRS",r e i kʲ e
reichen,reichti,"V;SBJV;SG;1;PST",r e i k t i
reichen,reiches,"V;SBJV;SG;2;PRS",r e i kʲ e s
reichen,reichtis,"V;SBJV;SG;2;PST",r e i̯ k t i s
reichen,reiche,"V;SBJV;SG;3;PRS",r e i kʲ e
reichen,reichti,"V;SBJV;SG;3;PST",r e i k t i
reichen,reichem,"V;SBJV;PL;1;PRS",r e i kʲ e m
reichen,reichemes,"V;SBJV;PL;1;PRS",r e i kʲ e m e s
reichen,reichtim,"V;SBJV;PL;1;PST",r e i̯ k t i m
reichen,reichtimes,"V;SBJV;PL;1;PST",r e i k t i m e s
reichen,reichet,"V;SBJV;PL;2;PRS",r e i kʲ e t
reichen,reichtit,"V;SBJV;PL;2;PST",r e i kʲ t i t
reichen,reichen,"V;SBJV;PL;3;PRS",r e i̯ k e n
reichen,reichtin,"V;SBJV;PL;3;PST",r e i k t i n
reichen,reichi,"V;IMP;SG;PRS",r e i kʲ i
reichen,reichet,"V;IMP;PL;PRS",r e i kʲ e t
betōn,betōn,"V;NFIN",b e t oː n
betōn,betom,"V;IND;SG;1;PRS",b e t o m
betōn,betota,"V;IND;SG;1;PST",b e t o t a
betōn,betos,"V;IND;SG;2;PRS",b e t o s
betōn,betotos,"V;IND;SG;2;PST",b e t o t o s
betōn,betot,"V;IND;SG;3;PRS",b e t o t
betōn,betota,"V;IND;SG;3;PST",b e t o t a
betōn,betom,"V;IND;PL;1;PRS",b e t o m
betōn,betomes,"V;IND;PL;1;PRS",b e t o m e s
betōn,betotum,"V;IND;PL;1;PST",b e t oː t u m
betōn,betotumes,"V;IND;PL;1;PST",b e t o t u m e s
betōn,betot,"V;IND;PL;2;PRS",b e t o t
betōn,betotut,"V;IND;PL;2;PST",b e t o t u t
betōn,betont,"V;IND;PL;3;PRS",b e t o n t
betōn,betotun,"V;IND;PL;3;PST",b e t o t u n
betōn,beto,"V;SBJV;SG;1;PRS",b e t o
betōn,betoti,"V;SBJV;SG;1;PST",b e t o t i
betōn,betos,"V;SBJV;SG;2;PRS",b e t o s
betōn,betotis,"V;SBJV;SG;2;PST",b e t o t i s
betōn,beto,"V;SBJV;SG;3;PRS",b e t o
betōn,betoti,"V;SBJV;SG;3;PST",b e t o t i
betōn,betom,"V;SBJV;PL;1;PRS",b e t o m
betōn,betomes,"V;SBJV;PL;1;PRS",b e t o m e s
betōn,betotim,"V;SBJV;PL;1;PST",b e t o t i m
betōn,betotimes,"V;SBJV;PL;1;PST",b e t o t i m e s
betōn,betot,"V;SBJV;PL;2;PRS",b e t o t
betōn,betotit,"V;SBJV;PL;2;PST",b e t o t i t
betōn,beton,"V;SBJV;PL;3;PRS",b e t o n
betōn,betotin,"V;SBJV;PL;3;PST",b e t o t i n
betōn,beto,"V;IMP;SG;PRS",b e t o
betōn,betot,"V;IMP;PL;PRS",b e t o t
wërdan,wërdan,"V;NFIN",w ə r d a n
wërdan,wirdu,"V;IND;SG;1;PRS",w i r d u
wërdan,ward,"V;IND;SG;1;PST",w a r d
wërdan,wirdis,"V;IND;SG;2;PRS",w i r d i s
wërdan,wurdi,"V;IND;SG;2;PST",w u r d i
wërdan,wirdit,"V;IND;SG;3;PRS",w i r d i t
wërdan,ward,"V;IND;SG;3;PST",w a r d
wërdan,wërdem,"V;IND;PL;1;PRS",w ə r d e m
wërdan,wërdemes,"V;IND;PL;1;PRS",w ə r d e m e s
wërdan,wurdum,"V;IND;PL;1;PST",w u r d u m
wërdan,wurdumes,"V;IND;PL;1;PST",w u r d u m e s
wërdan,wërdet,"V;IND;PL;2;PRS",w ə r d e t
wërdan,wurdut,"V;IND;PL;2;PST",w u r d u t
wërdan,wërdant,"V;IND;PL;3;PRS",w ə r d a n t
wërdan,wurdun,"V;IND;PL;3;PST",w u r d u n
wërdan,wërde,"V;SBJV;SG;1;PRS",w ə r d e
wërdan,wurdi,"V;SBJV;SG;1;PST",w u r d i
wërdan,wërdes,"V;SBJV;SG;2;PRS",w ə r d e s
wërdan,wurdis,"V;SBJV;SG;2;PST",w u r d i s
wërdan,wërde,"V;SBJV;SG;3;PRS",w ə r d e
wërdan,wurdi,"V;SBJV;SG;3;PST",w u r d i
wërdan,wërdem,"V;SBJV;PL;1;PRS",w ə r d e m
wërdan,wërdemes,"V;SBJV;PL;1;PRS",w ə r d e m e s
wërdan,wurdim,"V;SBJV;PL;1;PST",w u r d i m
wërdan,wurdimes,"V;SBJV;PL;1;PST",w u r d i m e s
wërdan,wërdet,"V;SBJV;PL;2;PRS",w ə r d e t
wërdan,wurdit,"V;SBJV;PL;2;PST",w u r d i t
wërdan,wërden,"V;SBJV;PL;3;PRS",w ə r d e n
wërdan,wurdin,"V;SBJV;PL;3;PST",w u r d i n
wërdan,wird,"V;IMP;SG;PRS",w i r d
wërdan,wërdet,"V;IMP;PL;PRS",w ə r d e t
slāfan,slāfan,"V;NFIN",s l aː f a n
slāfan,slāfu,"V;IND;SG;1;PRS",s l aː f u
slāfan,sliaf,"V;IND;SG;1;PST",s l i a f
slāfan,slāfis,"V;IND;SG;2;PRS",s l aː f i s
slāfan,sliafi,"V;IND;SG;2;PST",s l i a f i
slāfan,slāfit,"V;IND;SG;3;PRS",s l aː f i t
slāfan,sliaf,"V;IND;SG;3;PST",s l i a f
slāfan,slāfem,"V;IND;PL;1;PRS",s l aː f e m
slāfan,slāfemes,"V;IND;PL;1;PRS",s̠ l aː f e m e s
slāfan,sliafum,"V;IND;PL;1;PST",s l i a f u m
slāfan,sliafumes,"V;IND;PL;1;PST",s l i a f u m e s
slāfan,slāfet,"V;IND;PL;2;PRS",s l aː f e t
slāfan,sliafut,"V;IND;PL;2;PST",s l i a f u t
slāfan,slāfant,"V;IND;PL;3;PRS",s l aː f a n t
slāfan,sliafun,"V;IND;PL;3;PST",s l i a f u n
slāfan,slāfe,"V;SBJV;SG;1;PRS",s l aː f e
slāfan,sliafi,"V;SBJV;SG;1;PST",s l i a f i
slāfan,slāfes,"V;SBJV;SG;2;PRS",s l aː f e s
slāfan,sliafis,"V;SBJV;SG;2;PST",s l i a f i s
slāfan,slāfe,"V;SBJV;SG;3;PRS",s l aː f e
slāfan,sliafi,"V;SBJV;SG;3;PST",s l i a f i
slāfan,slāfem,"V;SBJV;PL;1;PRS",s l aː f e m
slāfan,slāfemes,"V;SBJV;PL;1;PRS",s̠ l aː f e m e s
slāfan,sliafim,"V;SBJV;PL;1;PST",s l i a f i m
slāfan,sliafimes,"V;SBJV;PL;1;PST",s l i a f i m e s
slāfan,slāfet,"V;SBJV;PL;2;PRS",s l aː f e t
slāfan,sliafit,"V;SBJV;PL;2;PST",s l i a f i t
slāfan,slāfen,"V;SBJV;PL;3;PRS",s l aː f e n
slāfan,sliafin,"V;SBJV;PL;3;PST",s l i a f i n
slāfan,slāf,"V;IMP;SG;PRS",s l aː f
slāfan,slāfet,"V;IMP;PL;PRS",s l aː f e t
denken,denken,"V;NFIN",d e ŋ k e n
denken,denku,"V;IND;SG;1;PRS",d e n k u
denken,dahta,"V;IND;SG;1;PST",d a x t a
denken,denkis,"V;IND;SG;2;PRS",d e n k i s
denken,dahtos,"V;IND;SG;2;PST",d a x t o s
denken,denkit,"V;IND;SG;3;PRS",d e n k i t
denken,dahta,"V;IND;SG;3;PST",d a x t a
denken,denkem,"V;IND;PL;1;PRS",d e n k e m
denken,denkemes,"V;IND;PL;1;PRS",d e n k e m e s
denken,dahtum,"V;IND;PL;1;PST",d a x t u m
denken,dahtumes,"V;IND;PL;1;PST",d a h t u m e s
denken,denket,"V;IND;PL;2;PRS",d e n k e t
denken,dahtut,"V;IND;PL;2;PST",d a x t u t
denken,denkent,"V;IND;PL;3;PRS",d e n k e n t
denken,dahtun,"V;IND;PL;3;PST",d a x t u n
denken,denke,"V;SBJV;SG;1;PRS",d e n k e
denken,dahti,"V;SBJV;SG;1;PST",d a x t i
denken,denkes,"V;SBJV;SG;2;PRS",d e n k e s
denken,dahtis,"V;SBJV;SG;2;PST",d a x t i s
denken,denke,"V;SBJV;SG;3;PRS",d e n k e
denken,dahti,"V;SBJV;SG;3;PST",d a x t i
denken,denkem,"V;SBJV;PL;1;PRS",d e n k e m
denken,denkemes,"V;SBJV;PL;1;PRS",d e n k e m e s
denken,dahtim,"V;SBJV;PL;1;PST",d a x t i m
denken,dahtimes,"V;SBJV;PL;1;PST",d a x t i m e s
denken,denket,"V;SBJV;PL;2;PRS",d e n k e t
denken,dahtit,"V;SBJV;PL;2;PST",d a x t i t
denken,denken,"V;SBJV;PL;3;PRS",d e ŋ k e n
denken,dahtin,"V;SBJV;PL;3;PST",d a x t i n
denken,denki,"V;IMP;SG;PRS",d e n k i
denken,denket,"V;IMP;PL;PRS",d e n k e t
dreskan,dreskan,"V;NFIN",d r e s k a n
dreskan,drisku,"V;IND;SG;1;PRS",d r i s k u
dreskan,drask,"V;IND;SG;1;PST",d r a s k
dreskan,driskis,"V;IND;SG;2;PRS",d r i s k i s
dreskan,druski,"V;IND;SG;2;PST",d r u s k i
dreskan,driskit,"V;IND;SG;3;PRS",d r i s k i t
dreskan,drask,"V;IND;SG;3;PST",d r a s k
dreskan,dreskem,"V;IND;PL;1;PRS",d r e s k e m
dreskan,dreskemes,"V;IND;PL;1;PRS",d r e s k e m e s
dreskan,druskum,"V;IND;PL;1;PST",d r u s k u m
dreskan,druskumes,"V;IND;PL;1;PST",d r u s k u m e s
dreskan,dresket,"V;IND;PL;2;PRS",d r e s k e t
dreskan,druskut,"V;IND;PL;2;PST",d r u s k u t
dreskan,dreskant,"V;IND;PL;3;PRS",d r e s k a n t
dreskan,druskun,"V;IND;PL;3;PST",d r u s k u n
dreskan,dreske,"V;SBJV;SG;1;PRS",d r e s k e
dreskan,druski,"V;SBJV;SG;1;PST",d r u s k i
dreskan,dreskes,"V;SBJV;SG;2;PRS",d r e s k e s
dreskan,druskis,"V;SBJV;SG;2;PST",d r u s k i s
dreskan,dreske,"V;SBJV;SG;3;PRS",d r e s k e
dreskan,druski,"V;SBJV;SG;3;PST",d r u s k i
dreskan,dreskem,"V;SBJV;PL;1;PRS",d r e s k e m
dreskan,dreskemes,"V;SBJV;PL;1;PRS",d r e s k e m e s
dreskan,druskim,"V;SBJV;PL;1;PST",d r u s k i m
dreskan,druskimes,"V;SBJV;PL;1;PST",d r u s k i m e s
dreskan,dresket,"V;SBJV;PL;2;PRS",d r e s k e t
dreskan,druskit,"V;SBJV;PL;2;PST",d r u s k i t
dreskan,dresken,"V;SBJV;PL;3;PRS",d r e s k e n
dreskan,druskin,"V;SBJV;PL;3;PST",d r u s k i n
dreskan,drisk,"V;IMP;SG;PRS",d r i s k
dreskan,dresket,"V;IMP;PL;PRS",d r e s k e t
fuolen,fuolen,"V;NFIN",f u o̯ l e n
fuolen,fuolu,"V;IND;SG;1;PRS",f u o̯ l u
fuolen,fuolta,"V;IND;SG;1;PST",f u o̯ l t a
fuolen,fuolis,"V;IND;SG;2;PRS",f u o̯ l i s
fuolen,fuoltos,"V;IND;SG;2;PST",f u o̯ l t o s
fuolen,fuolit,"V;IND;SG;3;PRS",f u o̯ l i t
fuolen,fuolta,"V;IND;SG;3;PST",f u o̯ l t a
fuolen,fuolem,"V;IND;PL;1;PRS",f u o̯ l e m
fuolen,fuolemes,"V;IND;PL;1;PRS",f u o̯ l e m e s
fuolen,fuoltum,"V;IND;PL;1;PST",f u o̯ l t u m
fuolen,fuoltumes,"V;IND;PL;1;PST",f u o̯ l t u m e s
fuolen,fuolet,"V;IND;PL;2;PRS",f u o̯ l e t
fuolen,fuoltut,"V;IND;PL;2;PST",f u o̯ l t uː t
fuolen,fuolent,"V;IND;PL;3;PRS",f u o̯ l e n t
fuolen,fuoltun,"V;IND;PL;3;PST",f u o̯ l t u n
fuolen,fuole,"V;SBJV;SG;1;PRS",f u o̯ l e
fuolen,fuolti,"V;SBJV;SG;1;PST",f u o̯ l t i
fuolen,fuoles,"V;SBJV;SG;2;PRS",f u o̯ l e s
fuolen,fuoltis,"V;SBJV;SG;2;PST",f u o̯ l t i s
fuolen,fuole,"V;SBJV;SG;3;PRS",f u o̯ l e
fuolen,fuolti,"V;SBJV;SG;3;PST",f u o̯ l t i
fuolen,fuolem,"V;SBJV;PL;1;PRS",f u o̯ l e m
fuolen,fuolemes,"V;SBJV;PL;1;PRS",f u o̯ l e m e s
fuolen,fuoltim,"V;SBJV;PL;1;PST",f u o̯ l t i m
fuolen,fuoltimes,"V;SBJV;PL;1;PST",f u o̯ l t iː m e s
fuolen,fuolet,"V;SBJV;PL;2;PRS",f u o̯ l e t
fuolen,fuoltit,"V;SBJV;PL;2;PST",f u o̯ l t i t
fuolen,fuolen,"V;SBJV;PL;3;PRS",f u o̯ l e n
fuolen,fuoltin,"V;SBJV;PL;3;PST",f u o̯ l t i n
fuolen,fuoli,"V;IMP;SG;PRS",f u o̯ l i
fuolen,fuolet,"V;IMP;PL;PRS",f u o̯ l e t
mahhōn,mahhōn,"V;NFIN",m a x h oː n
mahhōn,mahhom,"V;IND;SG;1;PRS",m a x x o m
mahhōn,mahhota,"V;IND;SG;1;PST",m a x h o t a
mahhōn,mahhos,"V;IND;SG;2;PRS",m a x h o s
mahhōn,mahhotos,"V;IND;SG;2;PST",m a x h o t o s
mahhōn,mahhot,"V;IND;SG;3;PRS",m a x h o t
mahhōn,mahhota,"V;IND;SG;3;PST",m a x h o t a
mahhōn,mahhom,"V;IND;PL;1;PRS",m a x x o m
mahhōn,mahhomes,"V;IND;PL;1;PRS",m a x h o m e s
mahhōn,mahhotum,"V;IND;PL;1;PST",m a x h o t u m
mahhōn,mahhotumes,"V;IND;PL;1;PST",m a x h o t u m e s
mahhōn,mahhot,"V;IND;PL;2;PRS",m a x h o t
mahhōn,mahhotut,"V;IND;PL;2;PST",m a x h o t u t
mahhōn,mahhont,"V;IND;PL;3;PRS",m a x h o n t
mahhōn,mahhotun,"V;IND;PL;3;PST",m a x h o t u n
mahhōn,mahho,"V;SBJV;SG;1;PRS",m a x h o
mahhōn,mahhoti,"V;SBJV;SG;1;PST",m a x h o t i
mahhōn,mahhos,"V;SBJV;SG;2;PRS",m a x h o s
mahhōn,mahhotis,"V;SBJV;SG;2;PST",m a x h o t i s
mahhōn,mahho,"V;SBJV;SG;3;PRS",m a x h o
mahhōn,mahhoti,"V;SBJV;SG;3;PST",m a x h o t i
mahhōn,mahhom,"V;SBJV;PL;1;PRS",m a x x o m
mahhōn,mahhomes,"V;SBJV;PL;1;PRS",m a x h o m e s
mahhōn,mahhotim,"V;SBJV;PL;1;PST",m a x h o t i m
mahhōn,mahhotimes,"V;SBJV;PL;1;PST",m a x h o t i m e s
mahhōn,mahhot,"V;SBJV;PL;2;PRS",m a x h o t
mahhōn,mahhotit,"V;SBJV;PL;2;PST",m a x h o t i t
mahhōn,mahhon,"V;SBJV;PL;3;PRS",m a x h o n
mahhōn,mahhotin,"V;SBJV;PL;3;PST",m a x h o t i n
mahhōn,mahho,"V;IMP;SG;PRS",m a x h o
mahhōn,mahhot,"V;IMP;PL;PRS",m a x h o t
zeman,zeman,"V;NFIN",t͡s e m a n
zeman,zimu,"V;IND;SG;1;PRS",t͡s i m u
zeman,zam,"V;IND;SG;1;PST",z a m
zeman,zimis,"V;IND;SG;2;PRS",z i m i s
zeman,zāmi,"V;IND;SG;2;PST",z aː m i
zeman,zimit,"V;IND;SG;3;PRS",z i m i t
zeman,zam,"V;IND;SG;3;PST",z a m
zeman,zemem,"V;IND;PL;1;PRS",z e m e m
zeman,zememes,"V;IND;PL;1;PRS",z e m e m e s
zeman,zāmum,"V;IND;PL;1;PST",z aː m u m
zeman,zāmumes,"V;IND;PL;1;PST",z aː m u m e s
zeman,zemet,"V;IND;PL;2;PRS",t͡s e m e t
zeman,zāmut,"V;IND;PL;2;PST",z aː m u t
zeman,zemant,"V;IND;PL;3;PRS",t͡s e m a n t
zeman,zāmun,"V;IND;PL;3;PST",z aː m u n
zeman,zeme,"V;SBJV;SG;1;PRS",z eː m e
zeman,zāmi,"V;SBJV;SG;1;PST",z aː m i
zeman,zemes,"V;SBJV;SG;2;PRS",z eː m e s
zeman,zāmis,"V;SBJV;SG;2;PST",z aː m i s
zeman,zeme,"V;SBJV;SG;3;PRS",z eː m e
zeman,zāmi,"V;SBJV;SG;3;PST",z aː m i
zeman,zemem,"V;SBJV;PL;1;PRS",z e m e m
zeman,zememes,"V;SBJV;PL;1;PRS",z e m e m e s
zeman,zāmim,"V;SBJV;PL;1;PST",z aː m i m
zeman,zāmimes,"V;SBJV;PL;1;PST",z aː m i m e s
zeman,zemet,"V;SBJV;PL;2;PRS",t͡s e m e t
zeman,zāmit,"V;SBJV;PL;2;PST",z aː m i t
zeman,zemen,"V;SBJV;PL;3;PRS",t͡s e m e n
zeman,zāmin,"V;SBJV;PL;3;PST",z aː m i n
zeman,zim,"V;IMP;SG;PRS",z i m
zeman,zemet,"V;IMP;PL;PRS",t͡s e m e t
heffan,heffan,"V;NFIN",h e f f a n
heffan,heffu,"V;IND;SG;1;PRS",h e f f u
heffan,huob,"V;IND;SG;1;PST",h u o b
heffan,heffis,"V;IND;SG;2;PRS",h e f f i s
heffan,huobi,"V;IND;SG;2;PST",h u o̯ b i
heffan,heffit,"V;IND;SG;3;PRS",h e f f i t
heffan,huob,"V;IND;SG;3;PST",h u o b
heffan,heffem,"V;IND;PL;1;PRS",h e f f e m
heffan,heffemes,"V;IND;PL;1;PRS",h e f f e m e s
heffan,huobum,"V;IND;PL;1;PST",h u o̯ b u m
heffan,huobumes,"V;IND;PL;1;PST",h u o̯ b u m e s
heffan,heffet,"V;IND;PL;2;PRS",h e f f e t
heffan,huobut,"V;IND;PL;2;PST",h u o b u t
heffan,heffant,"V;IND;PL;3;PRS",h e f f a n t
heffan,huobun,"V;IND;PL;3;PST",h u o̯ b u n
heffan,heffe,"V;SBJV;SG;1;PRS",h e f f e
heffan,huobi,"V;SBJV;SG;1;PST",h u o̯ b i
heffan,heffes,"V;SBJV;SG;2;PRS",h e f f e s
heffan,huobis,"V;SBJV;SG;2;PST",h u o̯ b i s
heffan,heffe,"V;SBJV;SG;3;PRS",h e f f e
heffan,huobi,"V;SBJV;SG;3;PST",h u o̯ b i
heffan,heffem,"V;SBJV;PL;1;PRS",h e f f e m
heffan,heffemes,"V;SBJV;PL;1;PRS",h e f f e m e s
heffan,huobim,"V;SBJV;PL;1;PST",h u o̯ b i m
heffan,huobimes,"V;SBJV;PL;1;PST",h u o̯ b i m e s
heffan,heffet,"V;SBJV;PL;2;PRS",h e f f e t
heffan,huobit,"V;SBJV;PL;2;PST",h u o̯ b i t
heffan,heffen,"V;SBJV;PL;3;PRS",h e f f e n
heffan,huobin,"V;SBJV;PL;3;PST",h u o̯ b i n
heffan,heff,"V;IMP;SG;PRS",h e fː
heffan,heffet,"V;IMP;PL;PRS",h e f f e t
ezzan,ezzan,"V;NFIN",e zː a n
ezzan,izzu,"V;IND;SG;1;PRS",i d z u
ezzan,āz,"V;IND;SG;1;PST",aː z
ezzan,izzis,"V;IND;SG;2;PRS",i t s i s
ezzan,āzi,"V;IND;SG;2;PST",aː z i
ezzan,izzit,"V;IND;SG;3;PRS",i z z i t
ezzan,āz,"V;IND;SG;3;PST",aː z
ezzan,ezzem,"V;IND;PL;1;PRS",e d z e m
ezzan,ezzemes,"V;IND;PL;1;PRS",e d z e m e s
ezzan,āzum,"V;IND;PL;1;PST",aː z u m
ezzan,āzumes,"V;IND;PL;1;PST",aː z u m e s
ezzan,ezzet,"V;IND;PL;2;PRS",e t s e t
ezzan,āzut,"V;IND;PL;2;PST",aː z u t
ezzan,ezzant,"V;IND;PL;3;PRS",e d d͡z a n t
ezzan,āzun,"V;IND;PL;3;PST",aː z u n
ezzan,ezze,"V;SBJV;SG;1;PRS",e t s e
ezzan,āzi,"V;SBJV;SG;1;PST",aː z i
ezzan,ezzes,"V;SBJV;SG;2;PRS",e t s e s
ezzan,āzis,"V;SBJV;SG;2;PST",aː z i s
ezzan,ezze,"V;SBJV;SG;3;PRS",e t s e
ezzan,āzi,"V;SBJV;SG;3;PST",aː z i
ezzan,ezzem,"V;SBJV;PL;1;PRS",e d z e m
ezzan,ezzemes,"V;SBJV;PL;1;PRS",e d z e m e s
ezzan,āzim,"V;SBJV;PL;1;PST",aː z i m
ezzan,āzimes,"V;SBJV;PL;1;PST",aː z i m e s
ezzan,ezzet,"V;SBJV;PL;2;PRS",e t s e t
ezzan,āzit,"V;SBJV;PL;2;PST",aː z i t
ezzan,ezzen,"V;SBJV;PL;3;PRS",e t s e n
ezzan,āzin,"V;SBJV;PL;3;PST",aː z i n
ezzan,iz,"V;IMP;SG;PRS",i s
ezzan,ezzet,"V;IMP;PL;PRS",e t s e t
bittan,bittan,"V;NFIN",b i t t a n
bittan,bittu,"V;IND;SG;1;PRS",b i t t u
bittan,bat,"V;IND;SG;1;PST",b a t
bittan,bittis,"V;IND;SG;2;PRS",b i t t i s
bittan,bāti,"V;IND;SG;2;PST",b aː t i
bittan,bittit,"V;IND;SG;3;PRS",b i t t i t
bittan,bat,"V;IND;SG;3;PST",b a t
bittan,bittem,"V;IND;PL;1;PRS",b i t t e m
bittan,bittemes,"V;IND;PL;1;PRS",b i t t e m e s
bittan,bātum,"V;IND;PL;1;PST",b aː t u m
bittan,bātumes,"V;IND;PL;1;PST",b aː t u m e s
bittan,bittet,"V;IND;PL;2;PRS",b i t t e t
bittan,bātut,"V;IND;PL;2;PST",b aː t u t
bittan,bittant,"V;IND;PL;3;PRS",b i t t a n t
bittan,bātun,"V;IND;PL;3;PST",b aː t u n
bittan,bitte,"V;SBJV;SG;1;PRS",b i t t e
bittan,bāti,"V;SBJV;SG;1;PST",b aː t i
bittan,bittes,"V;SBJV;SG;2;PRS",b i t t e s
bittan,bātis,"V;SBJV;SG;2;PST",b aː t i s
bittan,bitte,"V;SBJV;SG;3;PRS",b i t t e
bittan,bāti,"V;SBJV;SG;3;PST",b aː t i
bittan,bittem,"V;SBJV;PL;1;PRS",b i t t e m
bittan,bittemes,"V;SBJV;PL;1;PRS",b i t t e m e s
bittan,bātim,"V;SBJV;PL;1;PST",b aː t i m
bittan,bātimes,"V;SBJV;PL;1;PST",b aː t i m e s
bittan,bittet,"V;SBJV;PL;2;PRS",b i t t e t
bittan,bātit,"V;SBJV;PL;2;PST",b aː t i t
bittan,bitten,"V;SBJV;PL;3;PRS",b i t t e n
bittan,bātin,"V;SBJV;PL;3;PST",b aː t i n
bittan,bitti,"V;IMP;SG;PRS",b i t t i
bittan,bittet,"V;IMP;PL;PRS",b i t t e t
wahsan,wahsan,"V;NFIN",w a x s̠ a n
wahsan,wahsu,"V;IND;SG;1;PRS",w a x s u
wahsan,wuohs,"V;IND;SG;1;PST",w u o̯ x s
wahsan,wahsis,"V;IND;SG;2;PRS",w a x s i s
wahsan,wuohsi,"V;IND;SG;2;PST",w u o x s i
wahsan,wahsit,"V;IND;SG;3;PRS",w a x s i t
wahsan,wuohs,"V;IND;SG;3;PST",w u o̯ x s
wahsan,wahsem,"V;IND;PL;1;PRS",w a x s e m
wahsan,wahsemes,"V;IND;PL;1;PRS",w a x s e m e s
wahsan,wuohsum,"V;IND;PL;1;PST",w u o̯ x s u m
wahsan,wuohsumes,"V;IND;PL;1;PST",w u o̯ x s u m e s
wahsan,wahset,"V;IND;PL;2;PRS",w a x s e t
wahsan,wuohsut,"V;IND;PL;2;PST",w u o x s u t
wahsan,wahsant,"V;IND;PL;3;PRS",w a x s̠ a n t
wahsan,wuohsun,"V;IND;PL;3;PST",w u o̯ x s u n
wahsan,wahse,"V;SBJV;SG;1;PRS",w a x s e
wahsan,wuohsi,"V;SBJV;SG;1;PST",w u o x s i
wahsan,wahses,"V;SBJV;SG;2;PRS",w a x s e s
wahsan,wuohsis,"V;SBJV;SG;2;PST",w u o̯ x s i s
wahsan,wahse,"V;SBJV;SG;3;PRS",w a x s e
wahsan,wuohsi,"V;SBJV;SG;3;PST",w u o x s i
wahsan,wahsem,"V;SBJV;PL;1;PRS",w a x s e m
wahsan,wahsemes,"V;SBJV;PL;1;PRS",w a x s e m e s
wahsan,wuohsim,"V;SBJV;PL;1;PST",w u o̯ x s i m
wahsan,wuohsimes,"V;SBJV;PL;1;PST",w u o̯ x s i m e s
wahsan,wahset,"V;SBJV;PL;2;PRS",w a x s e t
